,"('A', 0)","('A', 1)","('O', 0)","('O', 1)","('R', 0)","('R', 1)"
26355,0,1,2,0,0,2
26356,1,0,0,2,0,0
26357,0,1,2,0,0,2
26358,0,1,0,0,0,2
26359,0,1,2,0,0,2
26360,1,1,2,1,0,1
26361,1,1,0,0,0,1
26362,0,1,2,1,0,2
26363,1,1,0,0,0,1
26364,1,1,0,0,0,1
26365,0,1,2,1,0,2
26366,1,1,0,1,0,1
26367,0,1,2,0,0,2
26368,0,1,2,0,0,2
26369,1,0,0,2,0,0
26370,1,0,0,0,0,0
26371,0,1,2,0,0,2
26372,1,1,1,0,0,1
26373,0,1,2,0,0,2
26374,0,1,2,0,0,2
26375,1,0,1,2,0,0
26376,0,1,1,0,0,2
26377,1,1,0,0,0,0
26378,0,1,2,1,0,2
26379,1,0,0,2,0,0
26380,0,1,0,0,0,2
26381,1,1,0,0,0,1
26382,0,1,0,0,0,2
26383,1,0,0,2,0,0
26384,0,1,2,0,0,2
26385,0,1,0,1,0,2
26386,1,1,0,0,0,1
26387,1,0,0,2,0,0
26388,1,1,0,0,0,1
26389,0,1,2,1,0,2
26390,1,1,1,1,0,1
26391,1,1,0,1,0,0
26392,0,1,2,1,0,2
26393,0,1,2,0,0,2
26394,0,1,2,0,0,2
26395,0,1,2,0,0,2
26396,0,1,2,0,0,2
26397,1,1,0,0,0,1
26398,1,0,0,2,0,0
26399,0,1,2,0,0,2
26400,1,1,1,0,0,1
26401,1,0,1,2,0,0
26402,1,1,0,0,0,1
26403,1,1,0,0,0,1
26404,1,1,0,1,0,1
26405,0,1,0,1,0,2
26406,1,1,1,1,0,0
26407,1,1,0,0,0,1
26408,0,1,0,1,0,2
26409,0,1,0,0,0,2
26410,1,0,2,2,0,0
26411,0,1,0,1,0,2
26412,0,1,2,0,0,2
26413,0,1,0,1,0,2
26414,1,1,0,1,0,1
26415,1,1,1,1,0,0
26416,1,1,0,0,0,1
26417,0,1,2,0,0,2
26418,1,1,0,1,0,1
26419,0,1,2,0,0,2
26420,1,1,0,1,0,1
26421,1,1,0,2,0,1
26422,0,1,2,0,0,2
26423,0,1,2,1,0,2
26424,1,1,0,0,0,1
26425,0,1,2,0,0,2
26426,0,1,2,0,0,2
26427,0,1,2,0,0,2
26428,0,1,2,1,0,2
26429,0,1,2,0,0,2
26430,1,1,0,0,0,1
26431,1,1,0,1,0,1
26432,0,1,2,0,0,2
26433,1,1,0,0,0,1
26434,1,1,0,1,0,1
26435,1,0,1,2,0,0
26436,0,1,2,1,0,2
26437,0,1,2,0,0,2
26438,0,1,2,1,0,2
26439,0,1,2,0,0,2
26440,0,1,2,0,0,2
26441,1,1,1,1,0,1
26442,0,1,2,1,0,2
26443,0,1,0,0,0,2
26444,0,1,2,0,0,2
26445,0,1,0,1,0,2
26446,0,1,2,1,0,2
26447,1,0,0,2,0,0
26448,1,1,0,1,0,0
26449,0,1,1,0,0,2
26450,0,1,2,0,0,2
26451,0,1,2,0,0,2
26452,1,1,0,0,0,1
26453,0,1,2,0,0,2
26454,1,1,0,0,0,0
26455,0,1,2,0,0,2
26456,0,1,2,0,0,2
26457,1,1,1,0,0,1
26458,0,1,2,1,0,2
26459,1,1,1,1,0,1
26460,1,0,1,2,0,0
26461,1,1,1,0,0,1
26462,1,1,0,1,0,1
26463,0,1,2,0,0,2
26464,1,1,0,1,0,0
26465,1,1,2,0,0,0
26466,0,1,0,0,0,2
26467,0,1,2,0,0,2
26468,0,1,2,0,0,2
26469,0,1,2,0,0,2
26470,0,1,1,0,0,2
26471,1,1,0,0,0,1
26472,0,1,2,0,0,2
26473,0,1,2,0,0,2
26474,0,1,2,0,0,2
26475,1,1,1,0,0,1
26476,1,1,0,0,0,1
26477,1,1,0,1,0,1
26478,0,1,2,0,0,2
26479,1,1,1,1,0,1
26480,1,1,0,0,0,1
26481,0,1,2,1,0,2
26482,1,1,0,0,0,1
26483,0,1,0,0,0,2
26484,0,1,2,0,0,2
26485,0,1,2,0,0,2
26486,1,1,0,1,0,1
26487,0,1,0,1,0,2
26488,1,1,0,1,0,1
26489,0,1,2,0,0,2
26490,1,1,0,0,0,0
26491,0,1,2,0,0,2
26492,0,1,2,0,0,2
26493,1,1,1,0,0,1
26494,0,1,2,0,0,2
26495,0,1,1,0,0,2
26496,1,0,1,1,0,0
26497,1,1,0,1,0,1
26498,0,1,2,0,0,2
26499,1,1,0,0,0,1
26500,0,1,2,0,0,2
26501,1,1,0,1,0,1
26502,0,1,2,0,0,2
26503,1,1,0,0,0,1
26504,1,1,0,0,0,1
26505,1,1,1,1,0,0
26506,0,1,2,1,0,2
26507,0,1,2,1,0,2
26508,1,0,1,0,0,0
26509,0,1,0,0,0,2
26510,0,1,0,0,0,2
26511,0,1,2,1,0,2
26512,1,1,0,2,0,1
26513,1,0,0,1,0,0
26514,1,0,0,0,0,0
26515,0,1,2,0,0,2
26516,0,1,1,1,0,2
26517,0,1,2,0,0,2
26518,1,1,0,0,0,0
26519,0,1,2,0,0,2
26520,1,1,1,0,0,1
26521,1,1,1,1,0,1
26522,0,1,2,1,0,2
26523,0,1,2,0,0,2
26524,0,1,2,0,0,2
26525,1,1,0,0,0,1
26526,0,1,2,1,0,2
26527,1,1,2,0,0,1
26528,0,1,0,1,0,2
26529,0,1,2,0,0,2
26530,1,0,0,2,0,0
26531,0,1,2,0,0,2
26532,1,1,0,0,0,0
26533,1,1,1,0,0,0
26534,0,1,2,1,0,2
26535,0,1,2,0,0,2
26536,0,1,2,1,0,2
26537,0,1,2,0,0,2
26538,0,1,2,0,0,2
26539,0,1,2,0,0,2
26540,0,1,2,1,0,2
26541,1,1,1,0,0,1
26542,1,1,0,0,0,1
26543,1,1,0,0,0,1
26544,0,1,2,0,0,2
26545,1,1,0,0,0,1
26546,1,1,0,0,0,1
26547,1,1,1,1,0,1
26548,1,1,0,0,0,1
26549,1,1,0,0,0,1
26550,1,1,0,0,0,0
26551,1,0,0,2,0,0
26552,0,1,2,0,0,2
26553,1,1,0,0,0,1
26554,0,1,2,1,0,2
26555,0,1,2,0,0,2
26556,1,0,0,2,0,0
26557,0,1,2,1,0,2
26558,1,1,0,1,0,1
26559,1,1,0,0,0,0
26560,0,1,2,0,0,2
26561,1,1,0,0,0,1
26562,0,1,2,1,0,2
26563,1,1,0,0,0,0
26564,0,1,2,0,0,2
26565,1,0,0,2,0,0
26566,0,1,0,1,0,2
26567,0,1,2,0,0,2
26568,1,1,0,1,0,0
26569,0,1,2,0,0,2
26570,0,1,2,0,0,2
26571,0,1,2,0,0,2
26572,0,1,2,0,0,2
26573,0,1,0,0,0,2
26574,0,1,2,0,0,2
26575,1,1,0,0,0,1
26576,0,1,2,0,0,2
26577,0,1,2,0,0,2
26578,0,1,0,1,0,2
26579,0,1,2,2,0,2
26580,1,1,0,0,0,0
26581,0,1,2,0,0,2
26582,1,1,0,0,0,1
26583,0,1,2,1,0,2
26584,0,1,2,1,0,2
26585,1,1,0,1,0,0
26586,1,1,1,1,0,1
26587,0,1,2,0,0,2
26588,1,1,1,0,0,1
26589,1,1,0,1,0,1
26590,1,1,2,0,0,0
26591,1,1,0,0,0,1
26592,0,1,2,0,0,2
26593,0,1,0,0,0,2
26594,0,1,2,0,0,2
26595,0,1,2,0,0,2
26596,0,1,1,0,0,2
26597,1,0,1,0,0,0
26598,0,1,0,0,0,2
26599,1,1,0,1,0,0
26600,0,1,2,1,0,2
26601,1,1,1,0,0,1
26602,0,1,2,0,0,2
26603,1,1,0,0,0,1
26604,0,1,2,1,0,2
26605,0,1,2,0,0,2
26606,0,1,2,0,0,2
26607,1,1,0,0,0,1
26608,0,1,2,0,0,2
26609,1,1,1,1,0,1
26610,0,1,0,0,0,2
26611,0,1,2,0,0,2
26612,1,1,0,0,0,1
26613,0,1,2,1,0,2
26614,0,1,2,1,0,2
26615,0,1,2,1,0,2
26616,0,1,2,1,0,2
26617,0,1,0,0,0,2
26618,1,0,0,1,0,0
26619,0,1,0,0,0,2
26620,0,1,2,1,0,2
26621,0,1,2,1,0,2
26622,0,1,2,1,0,2
26623,0,1,2,0,0,2
26624,0,1,2,0,0,2
26625,0,1,2,0,0,2
26626,1,1,0,1,0,1
26627,0,1,2,1,0,2
26628,0,1,0,0,0,2
26629,1,0,0,2,0,0
26630,1,1,0,0,0,1
26631,1,1,0,0,0,1
26632,1,1,1,0,0,1
26633,0,1,2,0,0,2
26634,1,1,0,0,0,1
26635,0,1,0,0,0,2
26636,0,1,2,0,0,2
26637,0,1,2,0,0,2
26638,1,1,0,0,0,1
26639,1,1,0,1,0,1
26640,1,1,1,1,0,0
26641,0,1,2,1,0,2
26642,1,0,2,0,0,0
26643,1,1,0,0,0,1
26644,1,1,0,0,0,1
26645,0,1,2,0,0,2
26646,0,1,2,0,0,2
26647,1,1,0,0,0,1
26648,0,1,0,0,0,2
26649,1,1,0,0,0,0
26650,0,1,0,1,0,2
26651,1,1,0,1,0,1
26652,0,1,0,1,0,2
26653,0,1,2,0,0,2
26654,1,1,0,0,0,1
26655,0,1,1,0,0,2
26656,0,1,2,0,0,2
26657,0,1,2,0,0,2
26658,1,1,0,0,0,1
26659,1,1,0,1,0,1
26660,1,1,0,1,0,1
26661,0,1,2,0,0,2
26662,0,1,2,0,0,2
26663,0,1,2,0,0,2
26664,1,0,1,2,0,0
26665,1,1,0,0,0,1
26666,0,1,2,1,0,2
26667,1,1,0,1,0,1
26668,1,1,1,0,0,1
26669,0,1,2,0,0,2
26670,1,1,0,0,0,1
26671,0,1,2,0,0,2
26672,0,1,2,1,0,2
26673,1,1,1,0,0,0
26674,0,1,2,0,0,2
26675,1,1,0,0,0,0
26676,1,0,1,2,0,0
26677,1,1,0,0,0,1
26678,0,1,2,0,0,2
26679,0,1,2,0,0,2
26680,0,1,2,0,0,2
26681,0,1,2,0,0,2
26682,0,1,2,1,0,2
26683,1,1,0,0,0,0
26684,1,0,0,0,0,0
26685,0,1,1,0,0,2
26686,0,1,2,0,0,2
26687,1,1,0,1,0,1
26688,1,1,0,0,0,1
26689,0,1,2,1,0,2
26690,1,1,0,1,0,0
26691,0,1,0,0,0,2
26692,0,1,2,0,0,2
26693,0,1,2,0,0,2
26694,1,1,0,1,0,1
26695,0,1,0,1,0,2
26696,1,1,1,1,0,1
26697,0,1,1,0,0,2
26698,1,1,1,1,0,1
26699,0,1,2,0,0,2
26700,1,1,0,1,0,1
26701,1,1,0,0,0,1
26702,1,0,1,2,0,0
26703,1,1,0,0,0,0
26704,0,1,2,0,0,2
26705,0,1,2,0,0,2
26706,0,1,2,1,0,2
26707,1,1,0,0,0,1
26708,0,1,2,0,0,2
26709,0,1,2,1,0,2
26710,1,1,0,1,0,1
26711,0,1,2,0,0,2
26712,1,1,0,0,0,1
26713,1,0,1,2,0,0
26714,1,0,0,2,0,0
26715,1,1,1,1,0,1
26716,0,1,2,0,0,2
26717,1,1,0,0,0,0
26718,0,1,2,0,0,2
26719,1,1,0,1,0,1
26720,1,1,0,1,0,1
26721,1,1,1,0,0,1
26722,0,1,2,1,0,2
26723,0,1,2,1,0,2
26724,0,1,2,0,0,2
26725,0,1,2,0,0,2
26726,1,0,1,2,0,0
26727,0,1,2,1,0,2
26728,1,1,0,2,0,1
26729,1,1,0,0,0,1
26730,0,1,2,0,0,2
26731,0,1,2,0,0,2
26732,1,0,1,2,0,0
26733,0,1,2,0,0,2
26734,0,1,0,2,0,2
26735,1,1,0,0,0,1
26736,0,1,0,0,0,2
26737,1,1,0,0,0,1
26738,1,1,0,1,0,1
26739,0,1,2,1,0,2
26740,0,1,2,0,0,2
26741,1,0,1,2,0,0
26742,0,1,2,0,0,2
26743,1,1,0,1,0,0
26744,1,1,2,1,0,1
26745,0,1,2,0,0,2
26746,1,1,0,0,0,0
26747,0,1,2,0,0,2
26748,0,1,2,1,0,2
26749,0,1,2,1,0,2
26750,1,0,0,2,0,0
26751,1,1,0,1,0,0
26752,1,1,1,1,0,1
26753,0,1,2,1,0,2
26754,0,1,1,1,0,2
26755,0,1,2,0,0,2
26756,1,1,0,0,0,1
26757,0,1,2,0,0,2
26758,0,1,0,0,0,2
26759,0,1,1,0,0,2
26760,1,0,1,2,0,0
26761,1,0,1,2,0,0
26762,0,1,2,0,0,2
26763,0,1,2,0,0,2
26764,1,1,0,1,0,1
26765,0,1,2,0,0,2
26766,0,1,2,0,0,2
26767,1,1,1,1,0,1
26768,1,0,0,2,0,0
26769,0,1,2,0,0,2
26770,1,1,0,1,0,0
26771,1,0,1,2,0,0
26772,0,1,1,1,0,2
26773,1,0,1,2,0,0
26774,0,1,2,0,0,2
26775,1,1,0,0,0,0
26776,1,1,0,1,0,1
26777,0,1,2,2,0,2
26778,1,1,1,0,0,1
26779,0,1,2,0,0,2
26780,1,1,0,1,0,1
26781,1,1,0,0,0,1
26782,1,1,0,1,0,1
26783,1,1,0,1,0,1
26784,0,1,1,1,0,2
26785,1,1,0,1,0,1
26786,0,1,2,0,0,2
26787,0,1,2,0,0,2
26788,1,1,1,0,0,1
26789,0,1,2,0,0,2
26790,0,1,0,0,0,2
26791,0,1,2,0,0,2
26792,0,1,0,1,0,2
26793,0,1,2,0,0,2
26794,1,1,0,0,0,1
26795,1,1,1,1,0,1
26796,1,1,0,0,0,0
26797,0,1,2,0,0,2
26798,0,1,2,0,0,2
26799,0,1,2,0,0,2
26800,1,1,0,2,0,1
26801,1,1,0,1,0,1
26802,1,1,0,0,0,0
26803,0,1,2,0,0,2
26804,1,1,0,1,0,1
26805,1,1,0,0,0,0
26806,0,1,2,1,0,2
26807,1,1,1,0,0,1
26808,0,1,2,1,0,2
26809,1,1,0,1,0,1
26810,0,1,2,1,0,2
26811,1,1,0,0,0,1
26812,0,1,2,1,0,2
26813,0,1,2,1,0,2
26814,0,1,0,0,0,2
26815,1,1,0,1,0,0
26816,1,1,0,0,0,0
26817,0,1,2,0,0,2
26818,0,1,2,0,0,2
26819,0,1,2,0,0,2
26820,0,1,2,0,0,2
26821,0,1,2,1,0,2
26822,1,1,1,0,0,1
26823,0,1,2,0,0,2
26824,1,1,0,1,0,0
26825,0,1,2,1,0,2
26826,0,1,1,0,0,2
26827,0,1,2,1,0,2
26828,1,1,0,1,0,1
26829,1,1,0,0,0,1
26830,0,1,0,0,0,2
26831,1,0,1,2,0,0
26832,0,1,2,0,0,2
26833,1,0,0,2,0,0
26834,1,1,0,0,0,1
26835,0,1,2,1,0,2
26836,0,1,2,0,0,2
26837,1,1,0,2,0,1
26838,0,1,2,0,0,2
26839,1,1,0,0,0,1
26840,1,1,1,1,0,0
26841,1,1,0,0,0,1
26842,0,1,2,1,0,2
26843,0,1,2,1,0,2
26844,0,1,2,0,0,2
26845,1,1,0,0,0,1
26846,0,1,2,0,0,2
26847,0,1,2,0,0,2
26848,0,1,0,0,0,2
26849,0,1,2,0,0,2
26850,1,1,0,0,0,1
26851,0,1,2,1,0,2
26852,0,1,2,0,0,2
26853,0,1,0,0,0,2
26854,1,1,0,1,0,1
26855,1,1,0,0,0,1
26856,0,1,2,0,0,2
26857,1,1,1,0,0,0
26858,1,1,1,0,0,1
26859,1,0,0,1,0,0
26860,0,1,2,1,0,2
26861,0,1,0,0,0,2
26862,1,1,0,0,0,1
26863,1,1,0,0,0,1
26864,0,1,2,1,0,2
26865,1,1,0,0,0,1
26866,0,1,2,0,0,2
26867,1,0,0,2,0,0
26868,0,1,2,0,0,2
26869,1,0,1,2,0,0
26870,1,0,0,2,0,0
26871,0,1,2,0,0,2
26872,1,1,0,0,0,1
26873,1,0,0,2,0,0
26874,1,1,1,0,0,1
26875,1,1,1,0,0,1
26876,0,1,2,0,0,2
26877,1,0,1,2,0,0
26878,1,0,0,2,0,0
26879,0,1,2,0,0,2
26880,1,1,0,1,0,0
26881,0,1,2,0,0,2
26882,1,1,0,0,0,1
26883,1,1,0,0,0,1
26884,0,1,0,0,0,2
26885,0,1,2,1,0,2
26886,1,1,1,1,0,0
26887,1,1,0,0,0,0
26888,1,1,0,1,0,0
26889,1,1,1,0,0,1
26890,0,1,0,0,0,2
26891,0,1,0,1,0,2
26892,1,1,0,0,0,1
26893,0,1,2,1,0,2
26894,1,1,1,0,0,1
26895,0,1,2,0,0,2
26896,0,1,2,0,0,2
26897,1,1,1,0,0,1
26898,1,1,0,0,0,1
26899,1,1,0,0,0,0
26900,1,1,0,1,0,1
26901,0,1,2,1,0,2
26902,1,1,1,1,0,0
26903,0,1,0,0,0,2
26904,0,1,2,0,0,2
26905,1,0,0,2,0,0
26906,0,1,0,0,0,2
26907,1,1,0,0,0,1
26908,0,1,2,0,0,2
26909,1,0,1,2,0,0
26910,0,1,0,1,0,2
26911,1,1,1,1,0,1
26912,1,1,0,1,0,1
26913,0,1,2,1,0,2
26914,1,1,0,0,0,0
26915,1,1,0,0,0,1
26916,1,0,0,2,0,0
26917,0,1,2,0,0,2
26918,0,1,2,0,0,2
26919,1,1,0,0,0,1
26920,0,1,0,0,0,2
26921,0,1,2,0,0,2
26922,1,1,0,0,0,1
26923,1,0,0,2,0,0
26924,1,0,0,2,0,0
26925,1,1,1,0,0,1
26926,0,1,2,0,0,2
26927,1,1,0,0,0,0
26928,1,1,0,0,0,0
26929,1,1,0,0,0,1
26930,0,1,2,0,0,2
26931,1,0,0,2,0,0
26932,1,0,1,0,0,0
26933,1,1,0,1,0,0
26934,1,1,1,0,0,1
26935,1,1,0,1,0,1
26936,1,1,1,0,0,1
26937,0,1,2,0,0,2
26938,0,1,2,0,0,2
26939,1,0,1,2,0,0
26940,1,1,0,0,0,1
26941,1,1,0,0,0,1
26942,0,1,2,0,0,2
26943,0,1,2,0,0,2
26944,1,1,0,0,0,1
26945,1,1,1,0,0,1
26946,1,0,0,2,0,0
26947,1,1,1,0,0,0
26948,1,1,0,0,0,0
26949,1,1,0,0,0,1
26950,0,1,2,0,0,2
26951,0,1,2,0,0,2
26952,1,0,1,0,0,0
26953,1,0,0,0,0,0
26954,1,1,0,0,0,1
26955,1,1,0,0,0,1
26956,1,1,0,0,0,1
26957,0,1,2,1,0,2
26958,1,1,1,1,0,1
26959,0,1,2,0,0,2
26960,1,1,1,1,0,1
26961,0,1,2,1,0,2
26962,1,1,0,1,0,0
26963,1,0,0,2,0,0
26964,0,1,2,0,0,2
26965,0,1,2,0,0,2
26966,1,1,0,2,0,0
26967,1,1,0,1,0,1
26968,0,1,2,0,0,2
26969,1,1,0,1,0,1
26970,0,1,0,1,0,2
26971,0,1,2,0,0,2
26972,0,1,2,1,0,2
26973,1,1,0,0,0,1
26974,1,1,0,0,0,1
26975,1,1,0,1,0,1
26976,0,1,0,1,0,2
26977,1,1,0,1,0,0
26978,0,1,2,2,0,2
26979,1,1,1,0,0,0
26980,0,1,2,0,0,2
26981,1,0,1,2,0,0
26982,0,1,0,0,0,2
26983,1,1,1,0,0,1
26984,1,1,0,0,0,1
26985,0,1,2,0,0,2
26986,1,1,1,0,0,1
26987,0,1,2,1,0,2
26988,0,1,2,0,0,2
26989,0,1,2,1,0,2
26990,0,1,2,1,0,2
26991,0,1,2,1,0,2
26992,0,1,0,0,0,2
26993,1,1,0,0,0,1
26994,1,0,0,2,0,0
26995,0,1,0,0,0,2
26996,0,1,2,0,0,2
26997,1,1,0,0,0,1
26998,1,1,0,1,0,1
26999,1,1,1,0,0,1
27000,1,1,0,1,0,1
27001,0,1,2,0,0,2
27002,1,1,0,0,0,1
27003,0,1,2,0,0,2
27004,0,1,0,0,0,2
27005,0,1,2,0,0,2
27006,1,0,0,2,0,0
27007,0,1,1,1,0,2
27008,1,0,0,2,0,0
27009,0,1,2,0,0,2
27010,1,1,0,0,0,0
27011,1,1,1,0,0,0
27012,0,1,2,0,0,2
27013,0,1,1,1,0,2
27014,1,1,0,1,0,0
27015,1,1,0,0,0,1
27016,1,1,0,0,0,1
27017,0,1,2,0,0,2
27018,0,1,0,1,0,2
27019,0,1,2,0,0,2
27020,1,1,1,0,0,0
27021,1,1,1,0,0,1
27022,1,1,1,0,0,0
27023,1,1,0,1,0,0
27024,0,1,2,1,0,2
27025,1,1,0,0,0,1
27026,1,1,1,1,0,1
27027,1,1,0,0,0,1
27028,0,1,0,1,0,2
27029,1,1,0,1,0,1
27030,0,1,0,0,0,2
27031,0,1,2,0,0,2
27032,1,0,0,2,0,0
27033,1,1,1,0,0,1
27034,0,1,2,0,0,2
27035,1,0,0,2,0,0
27036,1,1,0,0,0,1
27037,0,1,2,0,0,2
27038,1,1,1,0,0,1
27039,1,1,0,0,0,1
27040,0,1,2,0,0,2
27041,0,1,2,0,0,2
27042,0,1,2,0,0,2
27043,1,1,0,0,0,1
27044,1,1,0,0,0,1
27045,0,1,2,0,0,2
27046,1,1,0,1,0,1
27047,1,1,0,0,0,1
27048,1,1,0,0,0,1
27049,0,1,2,0,0,2
27050,1,0,0,2,0,0
27051,1,1,1,0,0,1
27052,1,1,0,1,0,1
27053,1,1,0,0,0,1
27054,0,1,2,1,0,2
27055,1,1,0,0,0,0
27056,1,1,1,0,0,1
27057,0,1,2,0,0,2
27058,0,1,2,1,0,2
27059,0,1,2,1,0,2
27060,0,1,2,0,0,2
27061,0,1,2,0,0,2
27062,1,1,0,0,0,1
27063,1,1,0,1,0,0
27064,1,1,0,0,0,0
27065,1,1,2,0,0,1
27066,0,1,0,2,0,2
27067,0,1,0,0,0,2
27068,1,1,1,0,0,1
27069,1,1,1,1,0,1
27070,1,0,1,2,0,0
27071,0,1,2,0,0,2
27072,0,1,2,0,0,2
27073,0,1,2,0,0,2
27074,0,1,2,1,0,2
27075,0,1,2,0,0,2
27076,1,1,0,0,0,1
27077,0,1,2,0,0,2
27078,1,0,0,2,0,0
27079,1,1,1,1,0,1
27080,1,1,1,1,0,1
27081,1,1,0,1,0,1
27082,1,1,0,0,0,0
27083,0,1,2,2,0,2
27084,0,1,2,1,0,2
27085,0,1,2,0,0,2
27086,1,1,0,0,0,0
27087,1,1,1,0,0,1
27088,0,1,2,0,0,2
27089,0,1,2,0,0,2
27090,1,1,0,1,0,1
27091,1,1,0,0,0,1
27092,0,1,2,0,0,2
27093,0,1,2,1,0,2
27094,0,1,2,0,0,2
27095,1,1,0,0,0,1
27096,1,1,0,0,0,0
27097,0,1,2,1,0,2
27098,0,1,2,0,0,2
27099,1,1,0,0,0,1
27100,1,1,0,2,0,1
27101,0,1,2,0,0,2
27102,1,1,0,1,0,1
27103,0,1,2,0,0,2
27104,0,1,2,1,0,2
27105,0,1,2,0,0,2
27106,0,1,2,0,0,2
27107,1,1,0,1,0,1
27108,0,1,2,0,0,2
27109,1,0,1,2,0,0
27110,1,1,0,0,0,1
27111,1,1,2,0,0,1
27112,1,1,0,1,0,1
27113,0,1,2,0,0,2
27114,1,1,0,1,0,1
27115,1,1,0,1,0,1
27116,1,1,0,0,0,1
27117,1,1,0,1,0,1
27118,1,1,0,0,0,0
27119,1,1,0,1,0,1
27120,0,1,2,2,0,2
27121,0,1,2,0,0,2
27122,0,1,2,0,0,2
27123,1,1,0,0,0,0
27124,1,1,1,0,0,1
27125,1,1,0,0,0,1
27126,1,1,0,1,0,1
27127,1,1,0,0,0,1
27128,1,1,0,0,0,0
27129,0,1,2,1,0,2
27130,0,1,2,1,0,2
27131,0,1,2,0,0,2
27132,0,1,2,1,0,2
27133,1,1,0,0,0,1
27134,1,0,0,0,0,0
27135,1,1,1,0,0,1
27136,1,1,0,0,0,0
27137,1,1,1,1,0,1
27138,0,1,2,1,0,2
27139,1,1,0,1,0,1
27140,0,1,2,0,0,2
27141,0,1,2,0,0,2
27142,0,1,2,0,0,2
27143,1,1,1,0,0,1
27144,1,1,1,0,0,1
27145,0,1,2,0,0,2
27146,1,1,0,1,0,1
27147,1,0,0,2,0,0
27148,1,1,0,0,0,0
27149,1,1,0,0,0,1
27150,0,1,0,0,0,2
27151,0,1,0,1,0,2
27152,0,1,0,1,0,2
27153,0,1,0,0,0,2
27154,0,1,2,1,0,2
27155,1,1,0,2,0,1
27156,0,1,2,1,0,2
27157,1,0,1,2,0,0
27158,0,1,1,0,0,2
27159,1,1,1,0,0,1
27160,1,1,0,0,0,1
27161,1,1,1,1,0,1
27162,0,1,2,0,0,2
27163,1,1,1,1,0,1
27164,1,1,1,0,0,1
27165,1,1,0,2,0,1
27166,1,1,0,0,0,1
27167,1,1,1,0,0,1
27168,1,0,0,2,0,0
27169,0,1,2,0,0,2
27170,0,1,0,1,0,2
27171,0,1,2,0,0,2
27172,1,0,0,0,0,0
27173,0,1,0,0,0,2
27174,1,1,0,0,0,1
27175,1,1,0,0,0,0
27176,0,1,2,0,0,2
27177,0,1,2,1,0,2
27178,1,1,0,0,0,1
27179,1,1,0,0,0,1
27180,0,1,2,1,0,2
27181,0,1,2,0,0,2
27182,1,1,0,0,0,0
27183,0,1,2,0,0,2
27184,1,1,0,0,0,1
27185,1,1,1,0,0,1
27186,1,1,1,1,0,0
27187,1,0,1,2,0,0
27188,0,1,2,0,0,2
27189,1,1,0,1,0,1
27190,0,1,2,0,0,2
27191,0,1,2,0,0,2
27192,0,1,2,1,0,2
27193,1,1,0,0,0,0
27194,1,1,1,1,0,0
27195,1,0,0,2,0,0
27196,1,1,0,0,0,1
27197,0,1,2,0,0,2
27198,0,1,0,0,0,2
27199,0,1,2,0,0,2
27200,0,1,2,1,0,2
27201,0,1,2,0,0,2
27202,1,1,0,0,0,1
27203,1,1,0,1,0,1
27204,0,1,2,2,0,2
27205,1,1,0,2,0,1
27206,0,1,2,0,0,2
27207,1,1,1,0,0,0
27208,0,1,2,0,0,2
27209,1,1,0,1,0,0
27210,0,1,2,0,0,2
27211,0,1,2,0,0,2
27212,0,1,2,0,0,2
27213,1,0,0,0,0,0
27214,0,1,2,0,0,2
27215,1,0,0,2,0,0
27216,0,1,2,1,0,2
27217,0,1,2,0,0,2
27218,0,1,0,0,0,2
27219,1,1,0,0,0,1
27220,1,1,0,0,0,1
27221,0,1,0,1,0,2
27222,1,0,1,1,0,0
27223,1,1,0,0,0,1
27224,1,0,0,2,0,0
27225,0,1,2,0,0,2
27226,0,1,2,0,0,2
27227,1,1,0,1,0,0
27228,1,1,0,1,0,1
27229,1,1,0,1,0,1
27230,0,1,0,0,0,2
27231,1,1,0,0,0,0
27232,1,1,1,0,0,1
27233,1,1,0,0,0,1
27234,0,1,2,1,0,2
27235,0,1,2,0,0,2
27236,1,1,1,0,0,1
27237,0,1,2,0,0,2
27238,1,1,0,0,0,1
27239,1,1,0,0,0,0
27240,0,1,2,0,0,2
27241,1,1,1,0,0,1
27242,0,1,2,1,0,2
27243,0,1,2,0,0,2
27244,0,1,2,0,0,2
27245,0,1,2,0,0,2
27246,0,1,2,1,0,2
27247,1,1,0,0,0,1
27248,0,1,2,1,0,2
27249,0,1,2,0,0,2
27250,1,1,0,1,0,1
27251,1,1,0,1,0,0
27252,1,1,0,1,0,1
27253,0,1,2,0,0,2
27254,1,1,0,0,0,1
27255,0,1,2,1,0,2
27256,0,1,0,1,0,2
27257,1,1,0,0,0,1
27258,0,1,2,0,0,2
27259,0,1,2,0,0,2
27260,0,1,0,0,0,2
27261,0,1,2,0,0,2
27262,0,1,2,0,0,2
27263,0,1,2,0,0,2
27264,1,0,1,2,0,0
27265,0,1,2,1,0,2
27266,0,1,2,1,0,2
27267,1,1,1,0,0,1
27268,1,1,0,0,0,1
27269,0,1,2,1,0,2
27270,0,1,2,1,0,2
27271,1,0,0,2,0,0
27272,1,1,0,1,0,1
27273,1,0,0,2,0,0
27274,1,0,0,0,0,0
27275,1,1,0,0,0,1
27276,0,1,2,0,0,2
27277,1,1,0,0,0,1
27278,0,1,2,1,0,2
27279,1,1,1,0,0,0
27280,1,0,2,2,0,0
27281,0,1,1,1,0,2
27282,1,1,1,0,0,1
27283,0,1,2,0,0,2
27284,0,1,0,0,0,2
